iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"160,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"7270","SUBARU CORP","Consumer Discretionary","Equity","2,772,446.74","0.01","2,772,446.74","144,700.00","19.16","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"8830","SUMITOMO REALTY & DEVELOPMENT LTD","Real Estate","Equity","2,769,699.46","0.01","2,769,699.46","73,400.00","37.73","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","2,766,021.54","0.01","2,766,021.54","38,991.00","70.94","United States","NASDAQ","USD","1.00","USD","-"
"ITRK","INTERTEK GROUP PLC","Industrials","Equity","2,762,382.65","0.01","2,762,382.65","43,435.00","63.60","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"2503","KIRIN HOLDINGS LTD","Consumer Staples","Equity","2,755,110.89","0.01","2,755,110.89","200,300.00","13.75","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","2,745,577.74","0.01","2,745,577.74","38,202.00","71.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RTO","RENTOKIL INITIAL PLC","Industrials","Equity","2,737,587.76","0.01","2,737,587.76","627,112.00","4.37","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"EQT","EQT","Financials","Equity","2,738,455.63","0.01","2,738,455.63","87,749.00","31.21","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"HLMA","HALMA PLC","Information Technology","Equity","2,735,480.06","0.01","2,735,480.06","78,317.00","34.93","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"JNPR","JUNIPER NETWORKS INC","Information Technology","Equity","2,733,275.40","0.01","2,733,275.40","75,714.00","36.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrials","Equity","2,729,418.06","0.01","2,729,418.06","59,028.00","46.24","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"MRNA","MODERNA INC","Health Care","Equity","2,727,442.38","0.01","2,727,442.38","78,578.00","34.71","United States","NASDAQ","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","2,723,611.62","0.01","2,723,611.62","38,589.00","70.58","United States","NASDAQ","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","2,720,805.75","0.01","2,720,805.75","36,205.00","75.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMBR3","EMBRAER SA","Industrials","Equity","2,721,363.34","0.01","2,721,363.34","199,968.00","13.61","Brazil","XBSP","USD","5.69","BRL","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","2,718,671.04","0.01","2,718,671.04","45,792.00","59.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2885","YUANTA FINANCIAL HOLDING LTD","Financials","Equity","2,717,107.54","0.01","2,717,107.54","2,512,297.00","1.08","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"RO","ROCHE HOLDING AG","Health Care","Equity","2,714,680.06","0.01","2,714,680.06","7,307.00","371.52","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","2,712,176.28","0.01","2,712,176.28","24,244.00","111.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QIBK","QATAR ISLAMIC BANK","Financials","Equity","2,706,462.85","0.01","2,706,462.85","472,625.00","5.73","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"S32","SOUTH32 LTD","Materials","Equity","2,696,121.28","0.01","2,696,121.28","1,175,057.00","2.29","Australia","Asx - All Markets","USD","1.57","AUD","-"
"MTN","MTN GROUP LTD","Communication","Equity","2,694,162.40","0.01","2,694,162.40","422,929.00","6.37","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"INF","INFORMA PLC","Communication","Equity","2,686,335.39","0.01","2,686,335.39","269,245.00","9.98","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"AVTR","AVANTOR INC","Health Care","Equity","2,678,516.36","0.01","2,678,516.36","162,236.00","16.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","2,676,523.50","0.01","2,676,523.50","6,294.00","425.25","United States","NASDAQ","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","2,657,937.00","0.01","2,657,937.00","23,838.00","111.50","United States","NASDAQ","USD","1.00","USD","-"
"HINDALCO","HINDALCO INDUSTRIES LTD","Materials","Equity","2,653,953.49","0.01","2,653,953.49","338,401.00","7.84","India","National Stock Exchange Of India","USD","86.80","INR","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","2,653,071.91","0.01","2,653,071.91","29,423.00","90.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","2,644,586.40","0.01","2,644,586.40","15,056.00","175.65","United States","NASDAQ","USD","1.00","USD","-"
"SCG","SCENTRE GROUP","Real Estate","Equity","2,645,784.55","0.01","2,645,784.55","1,265,618.00","2.09","Australia","Asx - All Markets","USD","1.57","AUD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","2,640,972.04","0.01","2,640,972.04","14,182.00","186.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VACN","VAT GROUP AG","Industrials","Equity","2,641,286.24","0.01","2,641,286.24","6,737.00","392.06","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"1088","CHINA SHENHUA ENERGY LTD H","Energy","Equity","2,638,793.79","0.01","2,638,793.79","654,000.00","4.03","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"RNO","RENAULT SA","Consumer Discretionary","Equity","2,639,387.94","0.01","2,639,387.94","50,118.00","52.66","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"ANTO","ANTOFAGASTA PLC","Materials","Equity","2,632,783.37","0.01","2,632,783.37","107,084.00","24.59","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Consumer Discretionary","Equity","2,633,675.50","0.01","2,633,675.50","95,200.00","27.66","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"ASIANPAINT","ASIAN PAINTS LTD","Materials","Equity","2,627,801.96","0.01","2,627,801.96","102,767.00","25.57","India","National Stock Exchange Of India","USD","86.80","INR","-"
"TECHM","TECH MAHINDRA LTD","Information Technology","Equity","2,616,663.84","0.01","2,616,663.84","157,718.00","16.59","India","National Stock Exchange Of India","USD","86.80","INR","-"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Real Estate","Equity","2,616,799.31","0.01","2,616,799.31","31,386.00","83.37","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"C38U","CAPITALAND INTEGRATED COMMERCIAL T","Real Estate","Equity","2,614,004.15","0.01","2,614,004.15","1,640,041.00","1.59","Singapore","Singapore Exchange","USD","1.33","SGD","-"
"CCH","COCA COLA HBC AG","Consumer Staples","Equity","2,610,929.28","0.01","2,610,929.28","58,318.00","44.77","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"OVV","OVINTIV INC","Energy","Equity","2,611,351.68","0.01","2,611,351.68","63,552.00","41.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","2,599,955.28","0.01","2,599,955.28","41,928.00","62.01","United States","NASDAQ","USD","1.00","USD","-"
"9992","POP MART INTERNATIONAL GROUP LTD","Consumer Discretionary","Equity","2,595,649.82","0.01","2,595,649.82","153,600.00","16.90","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","2,593,211.32","0.01","2,593,211.32","14,854.00","174.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","2,587,720.80","0.01","2,587,720.80","95,312.00","27.15","United States","NASDAQ","USD","1.00","USD","-"
"ABEV3","AMBEV SA","Consumer Staples","Equity","2,587,944.04","0.01","2,587,944.04","1,084,791.00","2.39","Brazil","XBSP","USD","5.69","BRL","-"
"AGS","AGEAS SA","Financials","Equity","2,588,650.03","0.01","2,588,650.03","43,213.00","59.90","Belgium","Nyse Euronext - Euronext Brussels","USD","0.92","EUR","-"
"FBK","FINECOBANK BANCA FINECO","Financials","Equity","2,583,334.04","0.01","2,583,334.04","126,355.00","20.44","Italy","Borsa Italiana","USD","0.92","EUR","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","2,584,991.67","0.01","2,584,991.67","11,967.00","216.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Utilities","Equity","2,580,849.97","0.01","2,580,849.97","757,401.00","3.41","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.92","EUR","-"
"WRT1V","WARTSILA","Industrials","Equity","2,576,699.28","0.01","2,576,699.28","131,254.00","19.63","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.92","EUR","-"
"CPALL.R","CP ALL NON-VOTING DR PCL","Consumer Staples","Equity","2,574,902.95","0.01","2,574,902.95","1,757,600.00","1.47","Thailand","Stock Exchange Of Thailand","USD","33.62","THB","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","2,573,658.90","0.01","2,573,658.90","168,213.00","15.30","United States","NASDAQ","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","2,569,926.50","0.01","2,569,926.50","64,490.00","39.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEO","BANK PEKAO SA","Financials","Equity","2,570,143.59","0.01","2,570,143.59","53,266.00","48.25","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.83","PLN","-"
"BNZL","BUNZL","Industrials","Equity","2,568,095.52","0.01","2,568,095.52","66,773.00","38.46","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"5803","FUJIKURA LTD","Industrials","Equity","2,561,078.99","0.01","2,561,078.99","62,100.00","41.24","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"VTRS","VIATRIS INC","Health Care","Equity","2,559,539.75","0.01","2,559,539.75","276,707.00","9.25","United States","NASDAQ","USD","1.00","USD","-"
"ARX","ARC RESOURCES LTD","Energy","Equity","2,553,162.95","0.01","2,553,162.95","135,822.00","18.80","Canada","Toronto Stock Exchange","USD","1.43","CAD","Jan 01, 1970"
"AGN","AEGON LTD","Financials","Equity","2,552,403.20","0.01","2,552,403.20","390,288.00","6.54","Netherlands","Euronext Amsterdam","USD","0.92","EUR","-"
"BOL","BOLIDEN","Materials","Equity","2,549,235.71","0.01","2,549,235.71","70,307.00","36.26","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"600036","CHINA MERCHANTS BANK LTD A","Financials","Equity","2,544,942.58","0.01","2,544,942.58","408,400.00","6.23","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"HEIO","HEINEKEN HOLDING NV","Consumer Staples","Equity","2,538,138.69","0.01","2,538,138.69","33,828.00","75.03","Netherlands","Euronext Amsterdam","USD","0.92","EUR","-"
"NDSN","NORDSON CORP","Industrials","Equity","2,535,323.12","0.01","2,535,323.12","12,034.00","210.68","United States","NASDAQ","USD","1.00","USD","-"
"2345","ACCTON TECHNOLOGY CORP","Information Technology","Equity","2,532,157.90","0.01","2,532,157.90","128,000.00","19.78","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Financials","Equity","2,530,392.01","0.01","2,530,392.01","528,652.00","4.79","Australia","Asx - All Markets","USD","1.57","AUD","-"
"SVT","SEVERN TRENT PLC","Utilities","Equity","2,525,612.55","0.01","2,525,612.55","79,327.00","31.84","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"9503","KANSAI ELECTRIC POWER INC","Utilities","Equity","2,518,644.36","0.01","2,518,644.36","198,400.00","12.69","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"FGR","EIFFAGE SA","Industrials","Equity","2,513,856.54","0.01","2,513,856.54","21,185.00","118.66","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","Utilities","Equity","2,514,170.77","0.01","2,514,170.77","353,722.00","7.11","Brazil","XBSP","USD","5.69","BRL","-"
"3402","TORAY INDUSTRIES INC","Materials","Equity","2,505,327.63","0.01","2,505,327.63","352,800.00","7.10","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"373220","LG ENERGY SOLUTION LTD","Industrials","Equity","2,502,935.49","0.01","2,502,935.49","11,150.00","224.48","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"035720","KAKAO CORP","Communication","Equity","2,503,308.12","0.01","2,503,308.12","83,317.00","30.05","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"8601","DAIWA SECURITIES GROUP INC","Financials","Equity","2,488,524.89","0.01","2,488,524.89","350,600.00","7.10","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"AUTO","AUTO TRADER GROUP PLC","Communication","Equity","2,488,675.14","0.01","2,488,675.14","251,397.00","9.90","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"WPP","WPP PLC","Communication","Equity","2,482,924.39","0.01","2,482,924.39","307,728.00","8.07","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"11","HANG SENG BANK LTD","Financials","Equity","2,479,581.20","0.01","2,479,581.20","180,900.00","13.71","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"PAAS","PAN AMERICAN SILVER CORP","Materials","Equity","2,476,555.16","0.01","2,476,555.16","92,827.00","26.68","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Communication","Equity","2,473,402.54","0.01","2,473,402.54","87,459.00","28.28","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"FME","FRESENIUS MEDICAL CARE AG","Health Care","Equity","2,471,192.53","0.01","2,471,192.53","51,343.00","48.13","Germany","Xetra","USD","0.92","EUR","-"
"ALO","ALSTOM SA","Industrials","Equity","2,471,729.31","0.01","2,471,729.31","93,250.00","26.51","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","2,469,524.40","0.01","2,469,524.40","27,090.00","91.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","2,470,693.68","0.01","2,470,693.68","113,127.00","21.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","2,467,587.25","0.01","2,467,587.25","94,075.00","26.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FM","FIRST QUANTUM MINERALS LTD","Materials","Equity","2,465,070.62","0.01","2,465,070.62","166,821.00","14.78","Canada","Toronto Stock Exchange","USD","1.43","CAD","Mar 01, 1996"
"4684","OBIC LTD","Information Technology","Equity","2,460,323.09","0.01","2,460,323.09","83,700.00","29.39","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"GWO","GREAT WEST LIFECO INC","Financials","Equity","2,461,083.73","0.01","2,461,083.73","67,148.00","36.65","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","2,458,509.90","0.01","2,458,509.90","32,978.00","74.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MG","MAGNA INTERNATIONAL INC","Consumer Discretionary","Equity","2,454,442.46","0.01","2,454,442.46","66,852.00","36.71","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"6","POWER ASSETS HOLDINGS LTD","Utilities","Equity","2,429,792.27","0.01","2,429,792.27","372,000.00","6.53","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BXP","BXP INC","Real Estate","Equity","2,431,091.52","0.01","2,431,091.52","35,418.00","68.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WIX","WIX.COM LTD","Information Technology","Equity","2,425,886.37","0.01","2,425,886.37","13,863.00","174.99","Israel","NASDAQ","USD","1.00","USD","-"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","2,423,818.48","0.01","2,423,818.48","62,213.00","38.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLS","CELESTICA INC","Information Technology","Equity","2,420,481.42","0.01","2,420,481.42","26,405.00","91.67","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"CIMB","CIMB GROUP HOLDINGS","Financials","Equity","2,416,231.72","0.01","2,416,231.72","1,481,400.00","1.63","Malaysia","Bursa Malaysia","USD","4.45","MYR","-"
"27","GALAXY ENTERTAINMENT GROUP LTD","Consumer Discretionary","Equity","2,416,246.24","0.01","2,416,246.24","575,000.00","4.20","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"LIFCO B","LIFCO CLASS B","Industrials","Equity","2,414,396.76","0.01","2,414,396.76","67,512.00","35.76","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"3034","NOVATEK MICROELECTRONICS CORP","Information Technology","Equity","2,404,798.69","0.01","2,404,798.69","147,000.00","16.36","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","Financials","Equity","2,404,430.08","0.01","2,404,430.08","1,438,145.00","1.67","Brazil","XBSP","USD","5.69","BRL","-"
"CG","CARLYLE GROUP INC","Financials","Equity","2,402,076.52","0.01","2,402,076.52","55,043.00","43.64","United States","NASDAQ","USD","1.00","USD","-"
"4689","LY CORP","Communication","Equity","2,400,638.10","0.01","2,400,638.10","676,500.00","3.55","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"ABN","ABN AMRO BANK NV","Financials","Equity","2,396,023.90","0.01","2,396,023.90","110,885.00","21.61","Netherlands","Euronext Amsterdam","USD","0.92","EUR","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","2,387,305.88","0.01","2,387,305.88","18,869.00","126.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NHY","NORSK HYDRO","Materials","Equity","2,379,348.84","0.01","2,379,348.84","364,445.00","6.53","Norway","Oslo Bors Asa","USD","10.54","NOK","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","2,370,883.45","0.01","2,370,883.45","68,821.00","34.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIRG","BANK OF IRELAND GROUP PLC","Financials","Equity","2,366,333.46","0.01","2,366,333.46","183,461.00","12.90","Ireland","Irish Stock Exchange - All Market","USD","0.92","EUR","-"
"MNDY","MONDAYCOM LTD","Information Technology","Equity","2,364,199.81","0.01","2,364,199.81","8,897.00","265.73","Israel","NASDAQ","USD","1.00","USD","-"
"1812","KAJIMA CORP","Industrials","Equity","2,359,392.86","0.01","2,359,392.86","114,700.00","20.57","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","2,356,011.84","0.01","2,356,011.84","37,648.00","62.58","United States","NASDAQ","USD","1.00","USD","-"
"SHFL","SHRIRAM FINANCE LTD","Financials","Equity","2,347,809.25","0.01","2,347,809.25","326,984.00","7.18","India","National Stock Exchange Of India","USD","86.80","INR","-"
"TME","TENCENT MUSIC ENTERTAINMENT GROUP","Communication","Equity","2,348,044.34","0.01","2,348,044.34","179,789.00","13.06","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXO","EXOR NV","Financials","Equity","2,348,130.36","0.01","2,348,130.36","23,836.00","98.51","Netherlands","Euronext Amsterdam","USD","0.92","EUR","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","2,348,796.64","0.01","2,348,796.64","31,334.00","74.96","United States","NASDAQ","USD","1.00","USD","-"
"1802","OBAYASHI CORP","Industrials","Equity","2,347,273.58","0.01","2,347,273.58","171,700.00","13.67","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"9021","WEST JAPAN RAILWAY","Industrials","Equity","2,342,904.45","0.01","2,342,904.45","114,800.00","20.41","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"TLS","TELSTRA GROUP LTD","Communication","Equity","2,341,879.80","0.01","2,341,879.80","905,025.00","2.59","Australia","Asx - All Markets","USD","1.57","AUD","-"
"TEL","TELENOR","Communication","Equity","2,333,434.54","0.01","2,333,434.54","165,589.00","14.09","Norway","Oslo Bors Asa","USD","10.54","NOK","-"
"6869","SYSMEX CORP","Health Care","Equity","2,330,752.53","0.01","2,330,752.53","119,300.00","19.54","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"PME","PRO MEDICUS LTD","Health Care","Equity","2,331,646.77","0.01","2,331,646.77","15,586.00","149.60","Australia","Asx - All Markets","USD","1.57","AUD","-"
"AC","ACCOR SA","Consumer Discretionary","Equity","2,330,096.56","0.01","2,330,096.56","46,890.00","49.69","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"BMRI","BANK MANDIRI (PERSERO)","Financials","Equity","2,324,569.70","0.01","2,324,569.70","8,145,928.00","0.29","Indonesia","Indonesia Stock Exchange","USD","16,400.00","IDR","-"
"SCA B","SVENSKA CELLULOSA B","Materials","Equity","2,320,975.20","0.01","2,320,975.20","162,486.00","14.28","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"BAJAJFINSV","BAJAJ FINSERV LTD","Financials","Equity","2,309,667.76","0.01","2,309,667.76","107,118.00","21.56","India","National Stock Exchange Of India","USD","86.80","INR","-"
"BID","BID CORPORATION LTD","Consumer Staples","Equity","2,300,808.65","0.01","2,300,808.65","97,152.00","23.68","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"1060","SAUDI AWWAL BANK","Financials","Equity","2,291,704.24","0.01","2,291,704.24","241,095.00","9.51","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"8795","T&D HOLDINGS INC","Financials","Equity","2,292,222.26","0.01","2,292,222.26","108,800.00","21.07","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"WTC","WISETECH GLOBAL LTD","Information Technology","Equity","2,287,643.02","0.01","2,287,643.02","42,482.00","53.85","Australia","Asx - All Markets","USD","1.57","AUD","-"
"IAG","IA FINANCIAL INC","Financials","Equity","2,283,310.27","0.01","2,283,310.27","25,131.00","90.86","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"PKN","ORLEN SA","Energy","Equity","2,284,633.24","0.01","2,284,633.24","129,359.00","17.66","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.83","PLN","-"
"BNR","BRENNTAG","Industrials","Equity","2,282,462.44","0.01","2,282,462.44","32,152.00","70.99","Germany","Xetra","USD","0.92","EUR","-"
"4755","RAKUTEN GROUP INC","Consumer Discretionary","Equity","2,274,751.72","0.01","2,274,751.72","373,300.00","6.09","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"SNAP","SNAP INC CLASS A","Communication","Equity","2,275,467.89","0.01","2,275,467.89","253,111.00","8.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"G24","SCOUT24 N","Communication","Equity","2,272,524.15","0.01","2,272,524.15","21,265.00","106.87","Germany","Xetra","USD","0.92","EUR","-"
"TEN","TENARIS SA","Energy","Equity","2,270,302.85","0.01","2,270,302.85","116,882.00","19.42","Italy","Borsa Italiana","USD","0.92","EUR","-"
"NICE","NICE LTD","Information Technology","Equity","2,270,685.90","0.01","2,270,685.90","15,250.00","148.90","Israel","Tel Aviv Stock Exchange","USD","3.65","ILS","-"
"BRL","BRL CASH","Cash and/or Derivatives","Cash","2,266,368.96","0.01","2,266,368.96","12,891,447.00","17.58","Brazil","-","USD","5.69","BRL","-"
"DIVISLAB","DIVIS LABORATORIES LTD","Health Care","Equity","2,264,648.77","0.01","2,264,648.77","34,664.00","65.33","India","National Stock Exchange Of India","USD","86.80","INR","-"
"6586","MAKITA CORP","Industrials","Equity","2,255,788.38","0.01","2,255,788.38","62,900.00","35.86","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"RED","REDEIA CORPORACION SA","Utilities","Equity","2,247,689.65","0.01","2,247,689.65","116,669.00","19.27","Spain","Bolsa De Madrid","USD","0.92","EUR","-"
"TENAGA","TENAGA NASIONAL","Utilities","Equity","2,243,424.97","0.01","2,243,424.97","735,400.00","3.05","Malaysia","Bursa Malaysia","USD","4.45","MYR","-"
"EDEN","EDENRED","Financials","Equity","2,244,503.55","0.01","2,244,503.55","64,303.00","34.90","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"X","TMX GROUP LTD","Financials","Equity","2,237,546.07","0.01","2,237,546.07","63,358.00","35.32","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"PZU","PZU SA","Financials","Equity","2,233,381.41","0.01","2,233,381.41","151,221.00","14.77","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.83","PLN","-"
"WN","GEORGE WESTON LTD","Consumer Staples","Equity","2,226,595.39","0.01","2,226,595.39","13,757.00","161.85","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"2892","FIRST FINANCIAL HOLDING LTD","Financials","Equity","2,227,327.65","0.01","2,227,327.65","2,668,670.00","0.83","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"4704","TREND MICRO INC","Information Technology","Equity","2,224,484.23","0.01","2,224,484.23","32,900.00","67.61","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","Financials","Equity","2,219,468.23","0.01","2,219,468.23","3,021,131.00","0.73","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"ONGC","OIL AND NATURAL GAS LTD","Energy","Equity","2,212,758.70","0.01","2,212,758.70","836,033.00","2.65","India","National Stock Exchange Of India","USD","86.80","INR","-"
"AOS","A O SMITH CORP","Industrials","Equity","2,207,530.41","0.01","2,207,530.41","32,709.00","67.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEMEXCPO","CEMEX CPO","Materials","Equity","2,204,761.79","0.01","2,204,761.79","3,646,654.00","0.60","Mexico","Bolsa Mexicana De Valores","USD","19.90","MXN","-"
"TRYG","TRYG","Financials","Equity","2,201,781.13","0.01","2,201,781.13","93,191.00","23.63","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.83","DKK","-"
"3231","WISTRON CORP","Information Technology","Equity","2,202,914.36","0.01","2,202,914.36","686,000.00","3.21","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"6690","HAIER SMART HOME CLASS H LTD H","Consumer Discretionary","Equity","2,199,913.77","0.01","2,199,913.77","643,800.00","3.42","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"MAXHEALTH","MAX HEALTHCARE INSTITUTE LTD","Health Care","Equity","2,199,946.94","0.01","2,199,946.94","191,360.00","11.50","India","National Stock Exchange Of India","USD","86.80","INR","-"
